MS3_id	ipro_id	ipro_descr	uniqIpro
MS3_06811	IPR011022	Arrestin C-terminal-like domain	0
MS3_06810	IPR001841	Zinc finger, RING-type	0
MS3_06809	IPR000327	POU-specific domain	0
MS3_06809	IPR001356	Homeobox domain	0
MS3_06808	IPR011021	Arrestin-like, N-terminal	0
MS3_06808	IPR011022	Arrestin C-terminal-like domain	0
MS3_06807			0
MS3_06806			0
MS3_06805			0
MS3_06804	IPR001680	WD40 repeat	0
MS3_06803	IPR005576	RNA polymerase Rpb7, N-terminal	0
MS3_06802			0
MS3_06801			0
MS3_06800	IPR016576	Ribosomal protein 63, mitochondrial	1
MS3_06799	IPR003347	JmjC domain	0
MS3_06798	IPR002347	Short-chain dehydrogenase/reductase SDR	0
MS3_06797	IPR000719	Protein kinase domain	0
MS3_06797	IPR024205	Mst1 SARAH domain	1
MS3_06796	IPR005146	B3/B4 tRNA-binding domain	1
MS3_06796	IPR005147	tRNA synthetase, B5-domain	1
MS3_06795	IPR007863	Peptidase M16, C-terminal	0
MS3_06795	IPR011765	Peptidase M16, N-terminal	0
MS3_06794	IPR019197	Biotin-protein ligase, N-terminal	1
MS3_06793	IPR025246	Transposase IS30-like HTH domain	1
MS3_06792	IPR001766	Fork head domain	0
MS3_06791	IPR001650	Helicase, C-terminal	0
MS3_06790	IPR009947	NADH:ubiquinone oxidoreductase subunit B14.5a	1
MS3_06789			0
MS3_06788	IPR032071	Domain of unknown function DUF4806	0
MS3_06787	IPR000859	CUB domain	0
MS3_06786	IPR001478	PDZ domain	0
MS3_06786	IPR010504	Arfaptin homology (AH) domain	0
MS3_06785	IPR025254	Domain of unknown function DUF4201	0
MS3_06784			0
MS3_06783			0
MS3_06782	IPR000719	Protein kinase domain	0
MS3_06781			0
MS3_06780	IPR020097	Pseudouridine synthase I, TruA, alpha/beta domain	0
MS3_06779	IPR026767	Transmembrane protein 151	1
MS3_06778			0
MS3_06777	IPR019402	Frag1/DRAM/Sfk1	0
MS3_06776			0
MS3_06774			0
MS3_06773			0
MS3_06772	IPR003169	GYF domain	0
MS3_06771			0
MS3_06770			0
MS3_06769	IPR005155	Ribosome biogenesis factor NIP7-like	1
MS3_06768	IPR010675	RNA methyltransferase bin3, C-terminal	1
MS3_06767	IPR001202	WW domain	0
MS3_06766			0
MS3_06765	IPR004127	Prefoldin alpha-like	0
MS3_06764			0
MS3_06763			0
MS3_06762	IPR003010	Carbon-nitrogen hydrolase	0
MS3_06762	IPR022310	NAD/GMP synthase	0
MS3_06761	IPR018794	Uncharacterised protein family UPF0538	1
MS3_06760	IPR001873	Epithelial sodium channel	0
MS3_06759	IPR003021	Rad1/Rec1/Rad17	1
MS3_06758	IPR006628	Purine-rich element binding protein family	0
MS3_06757	IPR007632	Anoctamin	0
MS3_06756			0
MS3_06755	IPR029412	Centrosomal protein of 19kDa	1
MS3_06754	IPR001478	PDZ domain	0
MS3_06753			0
MS3_06752	IPR007235	Glycosyl transferase, family 28, C-terminal	1
MS3_06750	IPR002404	IRS-type PTB domain	0
MS3_06750	IPR002558	I/LWEQ domain	0
MS3_06750	IPR015224	Talin, central	0
MS3_06750	IPR018979	FERM, N-terminal	0
MS3_06750	IPR019748	FERM central domain	0
MS3_06748	IPR003008	Tubulin/FtsZ, GTPase domain	0
MS3_06748	IPR018316	Tubulin/FtsZ, 2-layer sandwich domain	0
MS3_06747	IPR002347	Short-chain dehydrogenase/reductase SDR	0
MS3_06746	IPR000086	NUDIX hydrolase domain	0
MS3_06745	IPR014038	Translation elongation factor EF1B, beta/delta subunit, guanine nucleotide exchange domain	0
MS3_06745	IPR018940	Elongation factor 1 beta central acidic region, eukaryote	0
MS3_06744	IPR001607	Zinc finger, UBP-type	0
MS3_06744	IPR023801	Histone deacetylase domain	0
MS3_06743	IPR004843	Calcineurin-like phosphoesterase domain, ApaH type	0
MS3_06742	IPR001607	Zinc finger, UBP-type	0
MS3_06742	IPR023801	Histone deacetylase domain	0
MS3_06741	IPR023801	Histone deacetylase domain	0
MS3_06740	IPR016093	MIR motif	0
MS3_06739	IPR001664	Intermediate filament protein	0
MS3_06738			0
MS3_06737	IPR000571	Zinc finger, CCCH-type	0
MS3_06736			0
MS3_06735			0
MS3_06734			0
MS3_06733			0
MS3_06732	IPR000626	Ubiquitin domain	0
MS3_06732	IPR001975	Ribosomal protein L40e	1
MS3_06730			0
MS3_06729	IPR000340	Dual specificity phosphatase, catalytic domain	0
MS3_06728			0
MS3_06727	IPR002110	Ankyrin repeat	0
MS3_06727	IPR020683	Ankyrin repeat-containing domain	0
MS3_06726			0
MS3_06725	IPR000906	ZU5 domain	0
MS3_06725	IPR002110	Ankyrin repeat	0
MS3_06725	IPR020683	Ankyrin repeat-containing domain	0
MS3_06724			0
MS3_06723	IPR026541	MRG domain	0
MS3_06722	IPR025995	RNA binding activity-knot of a chromodomain	0
MS3_06721	IPR000219	Dbl homology (DH) domain	0
MS3_06721	IPR000980	SH2 domain	0
MS3_06721	IPR001715	Calponin homology domain	0
MS3_06721	IPR001849	Pleckstrin homology domain	0
MS3_06721	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	0
MS3_06721	IPR011511	Variant SH3 domain	0
MS3_06720			0
MS3_06719	IPR005843	Alpha-D-phosphohexomutase, C-terminal	0
MS3_06719	IPR005844	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I	0
MS3_06719	IPR005845	Alpha-D-phosphohexomutase, alpha/beta/alpha domain II	0
MS3_06719	IPR005846	Alpha-D-phosphohexomutase, alpha/beta/alpha domain III	0
MS3_06718			0
MS3_06717			0
MS3_06716	IPR001356	Homeobox domain	0
MS3_06715	IPR004827	Basic-leucine zipper domain	0
MS3_06715	IPR005643	Jun-like transcription factor	0
MS3_06714			0
MS3_06713	IPR000488	Death domain	0
MS3_06713	IPR000906	ZU5 domain	0
MS3_06713	IPR033772	UPA domain	1
MS3_06711	IPR020602	GTP cyclohydrolase I domain	1
MS3_06710			0
MS3_06709			0
MS3_06708	IPR001320	Ionotropic glutamate receptor	0
MS3_06708	IPR019594	Ionotropic glutamate receptor, L-glutamate and glycine-binding domain	0
MS3_06707	IPR009613	Lipase maturation factor	1
MS3_06707	IPR033121	Peptidase family A1 domain	0
MS3_06706	IPR004014	Cation-transporting P-type ATPase, N-terminal	0
MS3_06704	IPR004139	Glycosyl transferase, family 13	1
MS3_06703			0
MS3_06702			0
MS3_06701	IPR004843	Calcineurin-like phosphoesterase domain, ApaH type	0
MS3_06699			0
MS3_06698			0
MS3_06697			0
MS3_06696			0
MS3_06695			0
MS3_06694			0
MS3_06693			0
MS3_06692	IPR023214	HAD-like domain	0
MS3_06691			0
MS3_06690	IPR000159	Ras-associating (RA) domain	0
MS3_06690	IPR011524	SARAH domain	0
MS3_06689			0
MS3_06688			0
MS3_06687	IPR021151	GINS subunit, domain A	0
MS3_06687	IPR031633	DNA replication complex GINS protein SLD5, C-terminal	1
MS3_06686			0
MS3_06684	IPR005817	Wnt	0
MS3_06683	IPR019345	Armet protein	1
MS3_06682			0
MS3_06681			0
MS3_06680	IPR001250	Mannose-6-phosphate isomerase, type I	1
MS3_06679	IPR000697	WH1/EVH1 domain	0
MS3_06678			0
MS3_06677	IPR002347	Short-chain dehydrogenase/reductase SDR	0
MS3_06676			0
MS3_06675	IPR001202	WW domain	0
MS3_06674	IPR000719	Protein kinase domain	0
MS3_06674	IPR000959	POLO box domain	0
MS3_06673	IPR005078	Peptidase C54	0
MS3_06673	IPR005813	Ribosomal protein L20	1
MS3_06672	IPR012466	NECAP, PHear domain	1
MS3_06671	IPR013598	Exportin-1/Importin-beta-like	0
MS3_06671	IPR014877	CRM1 C-terminal domain	1
MS3_06670			0
MS3_06669	IPR002423	Chaperonin Cpn60/TCP-1 family	0
MS3_06668	IPR001854	Ribosomal protein L29/L36	1
MS3_06667	IPR002816	Pheromone shutdown, TraB	0
MS3_06666			0
MS3_06665			0
MS3_06664	IPR006933	HAP1, N-terminal	1
MS3_06663	IPR000719	Protein kinase domain	0
MS3_06662			0
MS3_06661			0
MS3_06660	IPR001135	NADH-quinone oxidoreductase, subunit D	1
MS3_06659	IPR003406	Glycosyl transferase, family 14	0
MS3_06658			0
MS3_06657			0
MS3_06656	IPR003406	Glycosyl transferase, family 14	0
MS3_06655			0
MS3_06654	IPR003406	Glycosyl transferase, family 14	0
MS3_06653			0
MS3_06652	IPR033768	Hydin adenylate kinase-like domain	1
MS3_06651			0
MS3_06650	IPR019139	Leucine-rich repeat flightless-interacting protein 1/2	0
MS3_06649	IPR004871	Cleavage/polyadenylation specificity factor, A subunit, C-terminal	0
MS3_06648	IPR019139	Leucine-rich repeat flightless-interacting protein 1/2	0
MS3_06646	IPR001752	Kinesin motor domain	0
MS3_06645			0
MS3_06644			0
MS3_06643			0
MS3_06642			0
MS3_06641	IPR001163	LSM domain, eukaryotic/archaea-type	0
MS3_06640			0
MS3_06639	IPR000719	Protein kinase domain	0
MS3_06638			0
MS3_06637			0
MS3_06636			0
MS3_06635	IPR000341	Phosphatidylinositol 3-kinase Ras-binding (PI3K RBD) domain	1
MS3_06635	IPR000403	Phosphatidylinositol 3-/4-kinase, catalytic domain	0
MS3_06635	IPR001263	Phosphoinositide 3-kinase, accessory (PIK) domain	0
MS3_06635	IPR002420	Phosphatidylinositol 3-kinase, C2 domain	0
MS3_06635	IPR003113	Phosphatidylinositol 3-kinase adaptor-binding (PI3K ABD) domain	1
MS3_06634	IPR004839	Aminotransferase, class I/classII	0
MS3_06632			0
MS3_06631			0
MS3_06630	IPR009635	Neural proliferation differentiation control-1	0
MS3_06629			0
MS3_06628			0
MS3_06627			0
MS3_06626	IPR000504	RNA recognition motif domain	0
MS3_06625	IPR009539	Vang-like protein	0
MS3_06624	IPR013057	Amino acid transporter, transmembrane domain	0
MS3_06623			0
MS3_06622			0
MS3_06621	IPR007513	Uncharacterised protein family SERF	0
MS3_06620			0
MS3_06619	IPR001478	PDZ domain	0
MS3_06617	IPR000008	C2 domain	0
MS3_06617	IPR028928	CC2D2A, N-terminal, C2 domain	1
MS3_06616			0
MS3_06615	IPR018392	LysM domain	0
MS3_06613	IPR000276	G protein-coupled receptor, rhodopsin-like	0
MS3_06612			0
MS3_06611			0
MS3_06610	IPR000276	G protein-coupled receptor, rhodopsin-like	0
MS3_06609	IPR002744	MIP18 family-like	1
MS3_06608			0
MS3_06607	IPR014881	Nin one binding (NOB1) Zn-ribbon-like	1
MS3_06607	IPR033411	Ribonuclease, PIN domain	1
MS3_06606	IPR013260	mRNA splicing factor SYF2	1
MS3_06605	IPR019382	Translation initiation factor 3 complex subunit L	1
MS3_06604	IPR000261	EH domain	0
MS3_06603			0
MS3_06602			0
MS3_06601			0
MS3_06600			0
MS3_06599	IPR002687	Nop domain	0
MS3_06599	IPR012974	NOP5, N-terminal	0
MS3_06597	IPR004910	Yippee/Mis18/Cereblon	0
MS3_06596	IPR005828	Major facilitator,  sugar transporter-like	0
MS3_06596	IPR011701	Major facilitator superfamily	0
MS3_06595			0
MS3_06593	IPR000719	Protein kinase domain	0
MS3_06592	IPR001279	Metallo-beta-lactamase	0
MS3_06592	IPR032282	Hydroxyacylglutathione hydrolase, C-terminal domain	1
MS3_06591	IPR005599	GPI mannosyltransferase	0
MS3_06590			0
MS3_06589			0
MS3_06587	IPR003961	Fibronectin type III	0
MS3_06586	IPR010560	Neogenin, C-terminal	0
MS3_06585			0
MS3_06584			0
MS3_06583			0
MS3_06582			0
MS3_06581			0
MS3_06580	IPR000175	Sodium:neurotransmitter symporter	0
MS3_06579			0
MS3_06578			0
MS3_06577			0
MS3_06576			0
MS3_06575	IPR032016	Protein of unknown function DUF4796	1
MS3_06574			0
MS3_06573	IPR001372	Dynein light chain, type 1/2	0
MS3_06572	IPR018499	Tetraspanin/Peripherin	0
MS3_06571			0
MS3_06570	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	0
MS3_06569			0
MS3_06568	IPR001199	Cytochrome b5-like heme/steroid binding domain	0
MS3_06568	IPR005804	Fatty acid desaturase domain	0
MS3_06567	IPR001372	Dynein light chain, type 1/2	0
MS3_06566			0
MS3_06565	IPR001752	Kinesin motor domain	0
MS3_06564	IPR013098	Immunoglobulin I-set	0
MS3_06563			0
MS3_06562	IPR001863	Glypican	0
MS3_06561			0
MS3_06560			0
MS3_06559	IPR004839	Aminotransferase, class I/classII	0
MS3_06556	IPR000421	Coagulation factor 5/8 C-terminal domain	0
MS3_06555			0
MS3_06554			0
MS3_06553			0
MS3_06552	IPR011496	Beta-N-acetylglucosaminidase	1
MS3_06551	IPR000261	EH domain	0
MS3_06551	IPR006073	GTP binding domain	0
MS3_06551	IPR031692	EH domain-containing protein, N-terminal	0
MS3_06550			0
MS3_06549			0
MS3_06548			0
MS3_06547			0
MS3_06546			0
MS3_06545			0
MS3_06544	IPR000990	Innexin	0
MS3_06543	IPR000504	RNA recognition motif domain	0
MS3_06543	IPR013979	Translation initiation factor, beta propellor-like domain	0
MS3_06542	IPR020683	Ankyrin repeat-containing domain	0
MS3_06540	IPR002073	3'5'-cyclic nucleotide phosphodiesterase, catalytic domain	0
MS3_06539	IPR006671	Cyclin, N-terminal	0
MS3_06538			0
MS3_06537			0
MS3_06536	IPR002048	EF-hand domain	0
MS3_06535			0
MS3_06534	IPR000242	PTP type protein phosphatase	0
MS3_06534	IPR001251	CRAL-TRIO lipid binding domain	0
MS3_06533	IPR007203	ORMDL family	1
MS3_06532			0
MS3_06531	IPR008814	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1	1
MS3_06530			0
MS3_06529	IPR009071	High mobility group box domain	0
MS3_06528	IPR006561	DZF domain	1
MS3_06527	IPR000008	C2 domain	0
MS3_06527	IPR012560	Ferlin A-domain	0
MS3_06527	IPR012561	Ferlin B-domain	0
MS3_06527	IPR012968	FerIin domain	1
MS3_06527	IPR032362	Ferlin, C-terminal domain	1
MS3_06526			0
MS3_06525			0
MS3_06524			0
MS3_06523			0
MS3_06522			0
MS3_06521			0
MS3_06519			0
MS3_06518			0
MS3_06517	IPR001901	Protein translocase complex, SecE/Sec61-gamma subunit	1
MS3_06516			0
MS3_06515			0
MS3_06514	IPR009961	Protein of unknown function DUF1487	1
MS3_06513	IPR001452	SH3 domain	0
MS3_06513	IPR004148	BAR domain	0
MS3_06512	IPR007320	Programmed cell death protein 2, C-terminal	0
MS3_06511	IPR003958	Transcription factor CBF/NF-Y/archaeal histone domain	0
MS3_06510	IPR015871	Transcription initiation factor IIA, gamma subunit, C-terminal	1
MS3_06510	IPR015872	Transcription initiation factor IIA, gamma subunit, N-terminal	1
MS3_06509			0
MS3_06508			0
MS3_06507	IPR006114	6-phosphogluconate dehydrogenase, C-terminal	1
MS3_06507	IPR006115	6-phosphogluconate dehydrogenase, NADP-binding	1
MS3_06506	IPR018119	Strictosidine synthase, conserved region	1
MS3_06505			0
MS3_06504			0
MS3_06503			0
MS3_06502			0
MS3_06501	IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain	0
MS3_06500	IPR024084	Isopropylmalate dehydrogenase-like domain	0
MS3_06499			0
MS3_06498			0
MS3_06497	IPR004910	Yippee/Mis18/Cereblon	0
MS3_06496	IPR008580	PPPDE putative peptidase domain	0
MS3_06495			0
MS3_06494			0
MS3_06493			0
MS3_06492	IPR001752	Kinesin motor domain	0
MS3_06491			0
MS3_06490			0
MS3_06489			0
MS3_06488	IPR004241	Autophagy protein Atg8 ubiquitin-like	0
MS3_06488	IPR013894	RecQ mediated genome instability protein, N-terminal	0
MS3_06487	IPR004240	Nonaspanin (TM9SF)	0
MS3_06486			0
MS3_06485			0
MS3_06484			0
MS3_06483	IPR002293	Amino acid/polyamine transporter I	0
MS3_06482	IPR004045	Glutathione S-transferase, N-terminal	0
MS3_06482	IPR004046	Glutathione S-transferase, C-terminal	0
MS3_06481			0
MS3_06480			0
MS3_06479			0
MS3_06478	IPR008015	GMP phosphodiesterase, delta subunit	1
MS3_06477	IPR009635	Neural proliferation differentiation control-1	0
MS3_06476	IPR019173	NADH:ubiquinone oxidoreductase, NDUFB5/SGDH subunit	1
MS3_06475			0
MS3_06474	IPR013099	Potassium channel domain	0
MS3_06473			0
MS3_06472	IPR029003	CENP-S/Mhf1	1
MS3_06471	IPR018105	Translationally controlled tumour protein	1
MS3_06470	IPR001680	WD40 repeat	0
MS3_06469	IPR001356	Homeobox domain	0
MS3_06468			0
MS3_06467	IPR001611	Leucine-rich repeat	0
MS3_06466	IPR013155	Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding	0
MS3_06466	IPR015413	Methionyl/Leucyl tRNA synthetase	0
MS3_06465			0
MS3_06464	IPR014830	Glycolipid transfer protein domain	0
MS3_06463			0
MS3_06462	IPR006016	UspA	0
MS3_06461	IPR003738	SOS response associated peptidase (SRAP)	1
MS3_06460	IPR006906	Timeless protein	1
MS3_06460	IPR007725	Timeless C-terminal	1
MS3_06459			0
MS3_06458	IPR007714	Cilia/flagella-associated protein 20/WDR90/C3orf67	0
MS3_06457			0
MS3_06456			0
MS3_06455	IPR005821	Ion transport domain	0
MS3_06454	IPR000834	Peptidase M14, carboxypeptidase A	0
MS3_06453	IPR001515	Ribosomal protein L32e	1
MS3_06452			0
MS3_06451	IPR000834	Peptidase M14, carboxypeptidase A	0
MS3_06450			0
MS3_06449	IPR001684	Ribosomal protein L27	1
MS3_06448	IPR028034	Domain of unknown function DUF4496	1
MS3_06447			0
MS3_06446	IPR022194	Protein of unknown function DUF3719	1
MS3_06445	IPR002048	EF-hand domain	0
MS3_06444	IPR002048	EF-hand domain	0
MS3_06443	IPR002048	EF-hand domain	0
MS3_06442	IPR002048	EF-hand domain	0
MS3_06441	IPR001680	WD40 repeat	0
MS3_06439	IPR002048	EF-hand domain	0
MS3_06438			0
MS3_06437	IPR002048	EF-hand domain	0
MS3_06436	IPR027884	Domain of unknown function DUF4614	1
MS3_06435			0
MS3_06434	IPR007148	Small-subunit processome, Utp12	1
MS3_06433			0
MS3_06432	IPR002657	Bile acid:sodium symporter/arsenical resistance protein  Acr3	0
MS3_06431	IPR004934	Tropomodulin	1
MS3_06430	IPR008688	ATP synthase, F0 complex, subunit B/MI25	1
MS3_06429	IPR031933	UPF0767 family	1
MS3_06428	IPR007967	Protein of unknown function DUF727	0
MS3_06427			0
MS3_06426	IPR007144	Small-subunit processome, Utp11	1
MS3_06425	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	0
MS3_06424	IPR004307	TspO/MBR-related protein	1
MS3_06423	IPR026065	FAM60A	1
MS3_06422	IPR000197	Zinc finger, TAZ-type	0
MS3_06422	IPR000433	Zinc finger, ZZ-type	0
MS3_06422	IPR001487	Bromodomain	0
MS3_06422	IPR003101	Coactivator CBP, KIX domain	0
MS3_06422	IPR010303	CREB-binding protein/p300, atypical RING domain	0
MS3_06422	IPR013178	Histone acetyltransferase Rtt109/CBP	0
MS3_06421	IPR020897	Synapsin, pre-ATP-grasp domain	1
MS3_06421	IPR020898	Synapsin, ATP-binding domain	1
MS3_06419			0
MS3_06418	IPR014030	Beta-ketoacyl synthase, N-terminal	1
MS3_06418	IPR014031	Beta-ketoacyl synthase, C-terminal	1
MS3_06417	IPR000418	Ets domain	0
MS3_06416	IPR001577	Peptidase M8, leishmanolysin	0
MS3_06415	IPR009011	Mannose-6-phosphate receptor binding domain	0
MS3_06414	IPR000719	Protein kinase domain	0
MS3_06413	IPR000719	Protein kinase domain	0
MS3_06412	IPR000719	Protein kinase domain	0
MS3_06411	IPR000719	Protein kinase domain	0
MS3_06411	IPR001772	Kinase associated domain 1 (KA1)	0
MS3_06410	IPR000719	Protein kinase domain	0
MS3_06409	IPR000719	Protein kinase domain	0
MS3_06408	IPR014816	tRNA (1-methyladenosine) methyltransferase catalytic subunit Gcd14	1
MS3_06407	IPR001394	Peptidase C19, ubiquitin carboxyl-terminal hydrolase	0
MS3_06406	IPR004274	FCP1 homology domain	0
MS3_06405			0
MS3_06404	IPR001012	UBX domain	0
MS3_06404	IPR025750	Requiem/DPF N-terminal domain	0
MS3_06403			0
MS3_06402			0
MS3_06401	IPR000008	C2 domain	0
MS3_06400	IPR003172	MD-2-related lipid-recognition domain	1
MS3_06399	IPR001715	Calponin homology domain	0
MS3_06398	IPR000008	C2 domain	0
MS3_06398	IPR012561	Ferlin B-domain	0
MS3_06397	IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain	0
MS3_06396			0
MS3_06395			0
MS3_06394			0
MS3_06393	IPR006202	Neurotransmitter-gated ion-channel ligand-binding domain	0
MS3_06392			0
MS3_06391	IPR000863	Sulfotransferase domain	1
MS3_06391	IPR021930	Heparan sulphate-N-deacetylase	1
MS3_06390			0
MS3_06389			0
MS3_06388	IPR000719	Protein kinase domain	0
MS3_06387	IPR001147	Ribosomal protein L21e	1
MS3_06386			0
MS3_06385	IPR011701	Major facilitator superfamily	0
MS3_06384	IPR005045	CDC50/LEM3 family	1
MS3_06383	IPR000504	RNA recognition motif domain	0
MS3_06382			0
MS3_06381	IPR012479	SAP30-binding protein	1
MS3_06380	IPR013912	Adenylate cyclase-associated CAP, C-terminal	1
MS3_06380	IPR013992	Adenylate cyclase-associated CAP, N-terminal	0
MS3_06379	IPR018979	FERM, N-terminal	0
MS3_06379	IPR018980	FERM, C-terminal PH-like domain	0
MS3_06379	IPR019748	FERM central domain	0
MS3_06378	IPR002126	Cadherin	0
MS3_06377			0
MS3_06376			0
MS3_06375	IPR001503	Glycosyl transferase family 10	0
MS3_06374	IPR004143	Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL), catalytic domain	0
MS3_06373	IPR002126	Cadherin	0
MS3_06372			0
MS3_06371			0
MS3_06370	IPR004827	Basic-leucine zipper domain	0
MS3_06369	IPR004088	K Homology domain, type 1	0
MS3_06368	IPR006828	Association with the SNF1 complex (ASC) domain	0
MS3_06368	IPR032640	AMP-activated protein kinase, glycogen-binding domain	0
MS3_06367	IPR001680	WD40 repeat	0
MS3_06366	IPR001356	Homeobox domain	0
MS3_06366	IPR003350	CUT domain	0
MS3_06365			0
MS3_06364			0
MS3_06363	IPR001132	SMAD domain, Dwarfin-type	0
MS3_06362	IPR033121	Peptidase family A1 domain	0
MS3_06361			0
MS3_06360			0
MS3_06359			0
MS3_06358	IPR002035	von Willebrand factor, type A	0
MS3_06357			0
MS3_06356	IPR001356	Homeobox domain	0
MS3_06356	IPR031701	Homeobox protein SIX1, N-terminal SD domain	0
MS3_06355			0
MS3_06353			0
MS3_06352			0
MS3_06351	IPR024332	MOZART2 family	1
MS3_06350	IPR001466	Beta-lactamase-related	0
MS3_06349	IPR001356	Homeobox domain	0
MS3_06349	IPR031701	Homeobox protein SIX1, N-terminal SD domain	0
MS3_06348	IPR007863	Peptidase M16, C-terminal	0
MS3_06347	IPR001806	Small GTPase superfamily	0
MS3_06346			0
MS3_06345			0
MS3_06344	IPR001810	F-box domain	0
MS3_06343	IPR000649	Initiation factor 2B-related	0
MS3_06342	IPR000340	Dual specificity phosphatase, catalytic domain	0
MS3_06341			0
MS3_06340	IPR003734	Domain of unknown function DUF155	1
MS3_06340	IPR004843	Calcineurin-like phosphoesterase domain, ApaH type	0
MS3_06339	IPR000649	Initiation factor 2B-related	0
MS3_06339	IPR002591	Type I phosphodiesterase/nucleotide pyrophosphatase/phosphate transferase	0
MS3_06338			0
MS3_06337			0
MS3_06336	IPR006145	Pseudouridine synthase, RsuA/RluB/C/D/E/F	0
MS3_06335			0
MS3_06334	IPR001372	Dynein light chain, type 1/2	0
MS3_06333	IPR001680	WD40 repeat	0
MS3_06332	IPR022788	Uncharacterised protein family UPF0184	1
MS3_06331	IPR007747	Menin	1
MS3_06330	IPR001628	Zinc finger, nuclear hormone receptor-type	0
MS3_06329			0
MS3_06328	IPR001208	MCM domain	0
MS3_06328	IPR027925	MCM N-terminal domain	0
MS3_06328	IPR033762	MCM OB domain	0
MS3_06327			0
MS3_06326	IPR013180	Beta-catenin-like protein 1, N-terminal	0
MS3_06325	IPR001623	DnaJ domain	0
MS3_06325	IPR022755	Zinc finger, double-stranded RNA binding	0
MS3_06324			0
MS3_06323			0
MS3_06322			0
MS3_06321	IPR002126	Cadherin	0
MS3_06320			0
MS3_06319	IPR019143	JNK/Rab-associated protein-1, N-terminal	0
MS3_06319	IPR021563	Rab interacting lysosomal protein, dimerization domain	0
MS3_06318	IPR001781	Zinc finger, LIM-type	0
MS3_06317	IPR013525	ABC-2 type transporter	0
MS3_06316			0
MS3_06315	IPR000719	Protein kinase domain	0
MS3_06313			0
MS3_06312	IPR001781	Zinc finger, LIM-type	0
MS3_06311			0
MS3_06310	IPR001073	C1q domain	0
MS3_06309			0
MS3_06308	IPR000536	Nuclear hormone receptor, ligand-binding domain	0
MS3_06308	IPR001628	Zinc finger, nuclear hormone receptor-type	0
MS3_06307			0
MS3_06306			0
MS3_06305			0
MS3_06304	IPR005135	Endonuclease/exonuclease/phosphatase	0
MS3_06303	IPR001604	DNA/RNA non-specific endonuclease	1
MS3_06302			0
MS3_06300			0
MS3_06299	IPR008853	TMEM9	1
MS3_06298			0
MS3_06297	IPR003118	Pointed domain	0
MS3_06297	IPR024668	GA-binding protein alpha subunit, N-terminal	1
MS3_06296	IPR006568	PSP, proline-rich	0
MS3_06296	IPR007180	Domain of unknown function DUF382	1
MS3_06295			0
MS3_06294			0
MS3_06293	IPR002015	Proteasome/cyclosome repeat	1
MS3_06292			0
MS3_06291			0
MS3_06290			0
MS3_06289			0
MS3_06288	IPR000418	Ets domain	0
MS3_06288	IPR003118	Pointed domain	0
MS3_06287			0
MS3_06286	IPR000014	PAS domain	0
MS3_06286	IPR000595	Cyclic nucleotide-binding domain	0
MS3_06286	IPR005821	Ion transport domain	0
MS3_06285	IPR002048	EF-hand domain	0
MS3_06284			0
MS3_06283	IPR001806	Small GTPase superfamily	0
MS3_06282	IPR029448	Fanconi anaemia protein FANCD2	1
MS3_06281			0
MS3_06280	IPR029264	ARF7 effector protein, C-terminal	1
MS3_06279	IPR006133	DNA-directed DNA polymerase, family B, exonuclease domain	0
MS3_06279	IPR006134	DNA-directed DNA polymerase, family B, multifunctional domain	0
MS3_06279	IPR013697	DNA polymerase epsilon, catalytic subunit A, C-terminal	1
MS3_06278	IPR003689	Zinc/iron permease	0
MS3_06277	IPR000198	Rho GTPase-activating protein domain	0
MS3_06277	IPR000980	SH2 domain	0
MS3_06277	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	0
MS3_06276	IPR001353	Proteasome, subunit alpha/beta	0
MS3_06275	IPR000276	G protein-coupled receptor, rhodopsin-like	0
MS3_06274	IPR002591	Type I phosphodiesterase/nucleotide pyrophosphatase/phosphate transferase	0
MS3_06273	IPR000477	Reverse transcriptase domain	0
MS3_06272	IPR003959	ATPase, AAA-type, core	0
MS3_06272	IPR015163	Cdc6, C-terminal	0
MS3_06271	IPR000276	G protein-coupled receptor, rhodopsin-like	0
MS3_06270			0
MS3_06268			0
MS3_06267	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit	0
MS3_06266	IPR000719	Protein kinase domain	0
MS3_06265	IPR002314	Aminoacyl-tRNA synthetase, class II (G/ P/ S/T)	0
MS3_06264	IPR001611	Leucine-rich repeat	0
MS3_06263	IPR001214	SET domain	0
MS3_06263	IPR001739	Methyl-CpG DNA binding	1
MS3_06263	IPR007728	Pre-SET domain	0
MS3_06262			0
MS3_06260			0
MS3_06259	IPR019189	Ribosomal protein L27/L41, mitochondrial	1
MS3_06258	IPR007638	Glutaminyl-tRNA synthetase, class Ib, non-specific RNA-binding domain 2	1
MS3_06258	IPR020058	Glutamyl/glutaminyl-tRNA synthetase, class Ib, catalytic domain	0
