MS3_id	uniprot_id	gene_name_species	sp_ident	sp_sim	sp_cov	sman_id	sman_ident	sman_simil	sman_cov	sjap_id	sjap_ident	sjap_simil	sjap_cov	opvi_id	opvi_ident	opvi_simil	opvi_cov	closi_id	closi_ident	closi_simil	closi_cov	fahe_id	fahe_ident	fahe_simil	fahe_cov	male_tpm	female_tpm	cel_id	cel_ident	cel_simil	cel_cov	dmel_id	dmel_ident	dmel_simil	dmel_cov	mus_id	mus_ident	mus_simil	mus_cov	hsa_id	hsa_ident	hsa_simil	hsa_lower_75_qtl	hsa_cov	cel_leth	dmel_leth	mus_leth	chokepoint
MS3_07319																										0.00	0.00																					FALSE
MS3_07318						Smp_138570.1	41.7	50.1	0.978495																	13.40	435.85																					FALSE
MS3_07317	P30669	GNAS_SCHMA	53.2	54.3	0.756983	Smp_059340.1	53.2	54.3	0.756983	Sjp_0134230	38.1	38.3	0.494413	T265_09567	49.1	55.9	0.972067	csin110558	45.2	48.1	0.72905	D915_03289	35.4	38.0	0.48324	132.85	35.18	R06A10.2a	35.6	44.0	0.723464	FBpp0072051	37.0	46.6	0.73743	ENSMUSP00000079341.5	14.2	17.2	0.74581	ENSP00000360141.3	15.0	18.3	TRUE	0.73743		FBpp0072051	ENSMUSP00000079341.5	TRUE
MS3_07316	U3JAG9	CP131_DANRE	21.4	33.7	0.947683	Smp_103420.1	33.3	35.8	0.396114	Sjp_0097650	31.7	35.2	0.396114	T265_08475	21.0	31.2	0.899851	csin105105	24.2	36.5	0.943199	D915_12518	27.3	38.5	0.511211	4.51	0.09					FBpp0301614	13.4	25.1	0.872945	ENSMUSP00000101834.1	20.3	33.9	0.911809	ENSP00000269392.4	19.1	31.1	TRUE	0.892377			ENSMUSP00000101834.1	FALSE
MS3_07315						Smp_154060.1	65.3	73.5	0.99802	Sjp_0098780	22.5	30.6	0.469307	T265_08475	9.4	15.6	0.847525	csin105105	9.5	14.6	0.764356					3.34	0.00																					FALSE
MS3_07314						Smp_187290.1	27.1	28.9	0.325301																	18.21	23.48																					FALSE
MS3_07313	Q9BUN8	DERL1_HUMAN	48.6	65.9	0.983936	Smp_059350.2	98.0	99.2	1	Sjp_0093130	61.9	66.8	0.767068	T265_09002	68.5	77.3	0.895582	csin111661	39.7	44.3	0.518072					151.44	157.08	F25D7.1	44.4	59.9	0.951807	FBpp0077489	41.4	60.2	0.975904	ENSMUSP00000022993.5	48.6	65.1	0.983936	ENSP00000259512.3	48.6	65.9	FALSE	0.983936		FBpp0077489	ENSMUSP00000022993.5	TRUE
MS3_07312	Q5EAV6	PRP18_XENLA	43.1	56.9	0.826196	Smp_059360.1	98.5	99.0	0.994962	Sjp_0093140	78.6	82.7	0.879093	T265_11508	59.7	70.3	0.806045	csin108209	63.3	72.4	0.828715					110.02	39.78	F32B6.3	32.4	50.1	0.821159	FBpp0083131	38.2	55.2	0.833753	ENSMUSP00000041428.7	41.6	55.7	0.826196	ENSP00000367835.3	42.1	55.7	FALSE	0.826196	F32B6.3	FBpp0083131	ENSMUSP00000041428.7	TRUE
MS3_07311	Q92734	TFG_HUMAN	11.3	13.7	0.728814	Smp_154040.1	20.3	25.7	0.864407	Sjp_0072030	17.2	20.6	1					csin107886	4.2	5.4	0.932203	D915_15958	42.4	57.6	0.864407	0.00	0.00									ENSMUSP00000117405.1	40.2	48.4	0.720339	ENSP00000420797.1	23.0	27.7	TRUE	0.728814				TRUE
MS3_07310	A1Z6J5	TBCE_DROME	23.2	39.1	0.696503	Smp_150440.1	76.2	80.0	0.822378	Sjp_0080270	69.7	80.3	0.963636	T265_05005	42.8	59.2	0.945455	csin103796	42.4	59.2	0.946853	D915_04269	21.1	30.0	0.440559	28.33	30.81	K07H8.1	21.8	33.9	0.654545	FBpp0085327	23.2	39.1	0.696503	ENSMUSP00000047880.6	24.1	37.3	0.699301	ENSP00000355560.3	25.3	38.4	TRUE	0.71049	K07H8.1	FBpp0085327		FALSE
MS3_07309	Q8N9F7	GDPD1_HUMAN	41.4	60.1	0.94081	Smp_196620.1	76.9	81.6	0.866044	Sjp_0131830	64.5	74.1	0.897196	T265_05003	26.1	38.5	0.993769	csin103793	35.6	49.5	0.775701	D915_12237	18.3	25.5	0.380062	30.50	71.46	T12B3.3	23.4	42.5	0.950156					ENSMUSP00000020804.7	41.2	57.4	0.919003	ENSP00000284116.4	41.4	60.1	FALSE	0.94081				FALSE
MS3_07308	Q9DA37	SAMD8_MOUSE	31.6	41.6	0.775148	Smp_150380.1	71.2	74.7	0.81854	Sjp_0099280	78.0	87.0	0.986193					csin103792	43.6	54.8	0.903353	D915_14533	40.4	54.2	0.856016	24.18	9.57	F53B1.2	33.2	46.4	0.848126	FBpp0076580	32.1	42.1	0.86785	ENSMUSP00000022292.3	31.6	41.6	0.775148	ENSP00000361775.3	31.7	41.7	TRUE	0.773176				FALSE
MS3_07307						Smp_150420.1	50.4	54.4	0.675565	Sjp_0026080	35.6	43.8	0.802875	T265_08321	11.5	18.7	0.396304	csin106513	14.0	24.8	0.546201	D915_04266	8.0	11.8	0.283368	7.81	8.00																					FALSE
MS3_07306	P32031	SLP2_DROME	23.1	33.2	0.573727	Smp_150430.1	63.4	64.7	0.675603	Sjp_0079230	57.0	71.2	0.912869	T265_05008	28.5	38.2	0.687668	csin103797	31.1	39.6	0.707775	D915_04268	27.3	36.4	0.663539	4.40	0.00	T14G12.4a	15.9	21.7	0.343164	FBpp0077189	21.1	30.3	0.530831	ENSMUSP00000021333.3	18.3	24.0	0.451743	ENSP00000339004.3	18.6	24.3	TRUE	0.467828		FBpp0077189	ENSMUSP00000021333.3	FALSE
MS3_07305						Smp_052710.1	88.9	94.7	1	Sjp_0131840	73.1	84.2	0.964912	T265_05003	14.8	23.9	1	csin103794	19.9	30.4	0.461988	D915_14839	36.1	55.8	0.947368	100.46	109.03	CD4.3	21.2	45.0	0.982456	FBpp0077550	24.9	44.9	0.976608										CD4.3	FBpp0077550		FALSE
MS3_07304	Q6NVQ1	JAGN1_XENTR	32.1	53.1	0.931579	Smp_060270.1	96.8	97.9	1					T265_04379	66.0	79.1	0.973684	csin106066	35.1	39.8	0.510526	D915_15494	52.6	65.3	0.784211	77.33	191.52	K05C4.2	32.0	51.0	0.973684	FBpp0078273	28.3	42.5	0.921053	ENSMUSP00000098631.4	31.3	50.3	0.936842	ENSP00000306106.4	31.8	50.3	FALSE	0.936842	K05C4.2	FBpp0078273		FALSE
MS3_07303	Q8QGW7	LITAF_CHICK	30.9	40.8	0.960784	Smp_060210.1	74.2	80.0	1	Sjp_0028250	37.3	42.6	1	T265_09246	36.8	52.8	0.872549	csin101404	35.3	47.4	0.980392					0.00	0.00	Y87G2A.19	32.2	45.2	0.95098	FBpp0072894	26.4	34.0	0.862745	ENSMUSP00000023143.7	25.9	34.3	0.95098	ENSP00000340118.5	24.7	33.3	TRUE	0.872549				FALSE
MS3_07302						Smp_154480.1	42.4	47.6	0.904762																	1.62	0.90																					FALSE
MS3_07301						Smp_060260.1	75.4	85.0	0.977143																	0.00	0.00																					FALSE
MS3_07300	Q9JLJ0	LITAF_MOUSE	28.0	37.2	0.967033	Smp_060210.1	42.5	51.7	1	Sjp_0028250	22.5	28.7	1	T265_11123	41.2	57.7	0.967033	csin101404	35.0	47.0	0.967033	D915_00897	6.4	9.1	0.956044	0.96	0.00	Y87G2A.19	29.1	42.7	1	FBpp0072894	32.8	43.5	0.989011	ENSMUSP00000023143.7	28.0	37.2	0.967033	ENSP00000340118.5	26.7	37.3	TRUE	1				FALSE
MS3_07299	Q2L6K8	CNPY4_DANRE	29.0	41.2	0.97351	Smp_060190.4	89.4	93.4	1	Sjp_0116380	19.3	20.9	0.311258									D915_01948	41.3	53.5	0.834437	67.88	85.98	C11H1.7a	22.4	39.8	0.834437	FBpp0074801	29.6	41.7	0.986755	ENSMUSP00000050309.6	23.7	34.5	0.986755	ENSP00000262932.3	25.6	34.4	TRUE	0.986755			ENSMUSP00000050309.6	FALSE
MS3_07298	O08586	PTEN_MOUSE	26.3	38.2	0.616807	Smp_154470.1	93.1	95.8	1	Sjp_0104830	65.3	73.6	0.87395	T265_07686	29.0	39.4	0.830252	csin101867	28.1	39.9	0.8	D915_01949	30.3	39.2	0.931092	30.77	11.52	T07A9.6	14.0	23.2	0.793277	FBpp0088839	25.3	40.9	0.769748	ENSMUSP00000013807.7	26.3	38.2	0.616807	ENSP00000361021.3	26.6	38.8	TRUE	0.616807	T07A9.6	FBpp0088839	ENSMUSP00000013807.7	TRUE
MS3_07297						Smp_060190.3	27.2	28.6	1	Sjp_0116380	34.6	36.5	0.655738													0.00	0.00																					FALSE
MS3_07296	Q8QGW7	LITAF_CHICK	31.8	45.2	0.916667	Smp_060220.1	88.4	91.1	1	Sjp_0028230	61.0	69.9	1	T265_09246	35.7	47.3	0.824074	csin101404	27.6	39.6	0.814815	D915_00897	5.8	8.5	0.861111	1.41	4.57	F36G3.3	26.4	37.7	0.898148	FBpp0072894	27.1	40.7	0.907407	ENSMUSP00000023143.7	26.2	37.5	0.935185	ENSP00000340118.5	28.2	39.9	TRUE	0.981481				FALSE
MS3_07295						Smp_194000.1	22.7	25.0	1	Sjp_0073250	15.1	17.9	0.993289	T265_07413	11.2	16.1	0.744966	csin111962	15.1	22.1	0.90604					43.73	53.28																					FALSE
MS3_07294	Q32LB5	GPRL1_BOVIN	26.0	36.4	0.906077	Smp_154290.1	87.4	90.7	1	Sjp_0008960	71.0	80.3	1	T265_12879	41.5	55.9	0.883978	csin109777	10.4	13.3	0.961326	D915_05416	40.1	51.9	0.828729	0.00	0.00	C39E9.2	24.7	39.9	0.917127	FBpp0082250	16.2	24.6	0.944751	ENSMUSP00000074359.5	21.6	34.2	0.872928	ENSP00000266659.3	21.2	33.2	TRUE	0.906077		FBpp0082250		FALSE
MS3_07293						Smp_191970.1	33.6	36.5	1																	1.88	6.11																					FALSE
MS3_07292	P96576	YDAC_BACSU	18.4	31.4	0.639576	Smp_059660.1	34.8	37.7	0.742049	Sjp_0009000	39.9	49.8	0.734982	T265_04164	42.6	57.1	0.925795					D915_14377	31.0	40.8	0.69258	5.66	8.68	H20J04.9	21.6	35.1	0.738516																	FALSE
MS3_07291	Q8CEC5	KBRS1_MOUSE	37.9	61.5	0.98324	Smp_059690.2	88.4	90.5	1	Sjp_0118930	52.5	58.1	0.631285	T265_08012	38.9	49.0	0.748603	csin101557	50.5	62.6	0.921788	D915_11839	31.4	44.3	0.659218	63.50	31.09	F52A8.6c	29.9	50.2	0.932961	FBpp0088074	30.9	50.7	0.96648	ENSMUSP00000121496.1	37.9	61.5	0.98324	ENSP00000373411.3	37.9	61.5	FALSE	0.98324				FALSE
MS3_07290	Q7TNV0	DEK_MOUSE	28.1	45.6	0.836272	Smp_059710.1	92.5	95.5	0.997481	Sjp_0008920	75.6	83.4	0.989924	T265_03550	19.1	26.3	0.949622	csin100839	18.6	26.1	0.904282	D915_14083	14.3	23.7	0.481108	136.28	36.07					FBpp0099855	17.4	28.8	0.914358	ENSMUSP00000021807.6	28.1	45.6	0.836272	ENSP00000380414.3	28.3	44.2	TRUE	0.803526		FBpp0099855		FALSE
MS3_07289	Q8NDZ4	DIA1_HUMAN	21.4	34.5	0.730337	Smp_154280.1	61.0	62.6	0.653558	Sjp_0008910	69.5	79.0	0.968165	T265_03550	26.3	35.7	0.938202	csin100839	27.2	36.7	0.934457					33.90	53.46									ENSMUSP00000108651.1	21.7	35.4	0.743446	ENSP00000320081.3	21.4	34.5	TRUE	0.730337				FALSE
MS3_07288	P96576	YDAC_BACSU	19.7	32.6	0.743842	Smp_059660.1	24.7	26.4	0.674877	Sjp_0009000	42.8	55.6	0.965517	T265_04164	36.9	48.0	0.985222					D915_14377	41.6	54.4	0.965517	0.00	0.00	H20J04.9	19.4	29.8	0.768473																	FALSE
MS3_07287	Q498J9	MBLC1_XENLA	26.1	40.0	0.800847	Smp_059660.1	47.9	49.5	0.961864	Sjp_0009010	66.5	73.3	1	T265_04162	58.6	70.5	0.991525	csin110437	58.2	70.0	0.991525	D915_15039	17.7	25.7	0.508475	517.07	626.96					FBpp0078853	24.4	41.2	0.855932	ENSMUSP00000052869.4	24.1	35.1	0.868644	ENSP00000381150.2	23.8	35.8	TRUE	0.826271				FALSE
MS3_07286	O43252	PAPS1_HUMAN	56.9	71.3	0.965742	Smp_154270.1	95.1	98.2	1	Sjp_0103660	86.4	92.7	1	T265_09376	52.1	64.8	0.993475	csin102988	64.6	80.5	0.991843	D915_03498	45.2	53.5	0.665579	13.90	5.87	T14G10.1a	53.8	67.1	0.986949	FBpp0074654	53.8	70.0	0.977162	ENSMUSP00000142533.1	58.8	73.6	0.965742	ENSP00000265174.4	56.9	71.3	FALSE	0.965742		FBpp0074654		TRUE
MS3_07285	Q8CEC5	KBRS1_MOUSE	9.6	16.5	0.256536	Smp_059680.1	36.1	38.1	0.392157	Sjp_0008940	52.2	60.5	0.718954	T265_14456	23.3	34.7	0.575163	csin101559	26.1	38.7	0.616013	D915_11840	29.4	44.1	0.748366	18.90	34.51	F52A8.6c	8.6	14.2	0.25817	FBpp0088074	7.4	13.4	0.26634	ENSMUSP00000121496.1	9.6	16.5	0.256536	ENSP00000373411.3	10.0	17.1	TRUE	0.269608				FALSE
MS3_07284	O55101	SNG2_MOUSE	35.8	47.1	0.8625	Smp_059670.1	95.0	98.3	1	Sjp_0008950	86.3	91.3	0.995833	T265_08014	54.6	70.8	0.970833	csin101560	54.6	70.8	0.970833	D915_11841	40.1	50.0	0.858333	125.76	73.61	T08A9.3	25.8	42.3	0.916667	FBpp0086771	29.6	45.8	0.920833	ENSMUSP00000026649.7	35.8	47.1	0.8625	ENSP00000225777.2	36.2	46.3	FALSE	0.8625		FBpp0086771		FALSE
MS3_07283	Q6NRK1	ADIPA_XENLA	18.0	32.5	0.762393	Smp_057600.1	57.6	61.9	0.682051	Sjp_0047870	52.9	63.4	0.801709	T265_02928	26.1	41.2	0.912821	csin101310	22.3	36.0	0.849573					51.59	12.54													ENSP00000340279.3	14.6	28.5	TRUE	0.748718				FALSE
MS3_07282	Q9D8Z1	ASCC1_MOUSE	30.6	47.4	0.873057	Smp_057630.1	31.1	31.9	0.334197	Sjp_0099410	69.3	76.2	0.84456	T265_00939	40.7	58.1	0.953368	csin108280	40.2	58.8	0.935233	D915_11945	31.8	47.3	0.880829	60.04	29.16	C23H3.3b	24.1	39.4	0.854922	FBpp0087483	28.9	47.8	0.888601	ENSMUSP00000052351.6	30.6	47.4	0.873057	ENSP00000320461.4	30.9	48.4	FALSE	0.88601				FALSE
MS3_07281						Smp_153120.1	5.4	5.6	1																	1.01	0.00																					FALSE
MS3_07280						Smp_057650.1	35.3	36.5	1	Sjp_0093350	14.7	18.1	0.590909													110.66	105.70																					FALSE
MS3_07279						Smp_186950.1	76.4	81.1	0.897059																	1.80	0.62																					FALSE
MS3_07278						Smp_124280.1	87.0	89.9	0.986957	Sjp_0040550	59.7	71.4	0.973913													9.04	21.99																					FALSE
MS3_07277						Smp_124290.1	85.0	89.8	1																	132.58	58.51																					FALSE
MS3_07276	A3KP37	NDUF5_DANRE	39.4	55.4	0.84252	Smp_003940.1	79.5	80.8	0.834646	Sjp_0040530	64.0	69.0	0.755906	T265_01085	52.3	66.3	0.965879	csin109260	48.9	61.5	0.808399	D915_03259	14.2	17.5	0.246719	49.29	53.02	K09E4.3a	34.3	48.4	0.779528	FBpp0086721	39.1	55.8	0.847769	ENSMUSP00000035325.4	36.5	52.1	0.83727	ENSP00000367346.5	37.6	53.6	FALSE	0.871391				FALSE
MS3_07275						Smp_003900.1	16.5	18.3	0.93609	Sjp_0107240	47.2	64.2	0.924812													5.71	0.23																					FALSE
MS3_07274	O43741	AAKB2_HUMAN	25.6	31.9	0.820988	Smp_124310.1	73.8	75.7	1	Sjp_0050420	6.4	7.5	0.95679	T265_09629	22.2	25.0	0.987654	csin111537	26.0	29.5	0.987654	D915_11052	33.5	44.1	0.685185	35.66	93.85	F55F3.1	24.2	33.0	0.82716	FBpp0087705	18.3	24.1	0.771605	ENSMUSP00000036410.6	25.3	31.7	0.820988	ENSP00000254101.3	25.6	31.9	TRUE	0.820988		FBpp0087705	ENSMUSP00000036410.6	FALSE
MS3_07273	O08984	LBR_RAT	23.3	36.6	0.892593	Smp_124300.1	74.5	77.4	0.961111	Sjp_0028710	43.3	49.8	0.67963	T265_10018	22.6	30.8	0.792593	csin105349	28.6	43.2	0.881481	D915_13939	16.9	26.1	0.438889	49.57	88.19	B0250.9	22.2	36.0	0.785185	FBpp0071628	18.6	28.6	0.87963	ENSMUSP00000005003.6	20.9	31.9	0.82963	ENSP00000272163.4	20.9	33.1	TRUE	0.783333	B0250.9		ENSMUSP00000005003.6	FALSE
MS3_07271						Smp_003900.1	7.6	9.6	0.794872																	0.47	0.00																					FALSE
MS3_07270	A0AVF1	IFT56_HUMAN	67.5	82.4	0.994545	Smp_003930.1	95.6	98.2	1	Sjp_0040540	88.7	95.3	1	T265_01086	67.6	77.2	1	csin109261	79.6	91.2	1	D915_03260	82.7	91.5	1	27.28	6.79	C27H5.7a	36.6	58.1	0.985455	FBpp0082624	48.4	67.6	0.98	ENSMUSP00000124369.1	67.5	82.6	0.994545	ENSP00000419279.1	67.5	82.4	FALSE	0.994545			ENSMUSP00000124369.1	FALSE
MS3_07269						Smp_040080.1	18.5	23.3	0.574713	Sjp_0001120	24.3	35.6	0.804598	T265_06552	16.7	28.7	0.846743	csin111449	13.6	23.3	0.873563	D915_02561	22.3	35.1	0.712644	66.70	71.48																					FALSE
MS3_07268						Smp_133400.1	16.2	20.0	1	Sjp_0014700	17.4	30.2	0.990099													0.00	2.26																					FALSE
MS3_07267						Smp_143980.1	10.1	10.9	0.994186	Sjp_0001140	9.0	10.2	0.930233													0.00	0.00																					FALSE
MS3_07266						Smp_179420.1	11.2	19.6	0.929293																	1.57	2.91																					FALSE
MS3_07265						Smp_143980.1	26.0	30.3	0.778718	Sjp_0001140	30.5	37.9	0.852479	T265_06014	15.1	22.8	0.762999	csin112091	13.7	20.2	0.769045	D915_08415	21.5	32.3	0.770254	35.62	13.29																					FALSE
MS3_07264	O94581	COX12_SCHPO	24.5	37.3	0.73913	Smp_144010.2	78.3	81.5	0.858696	Sjp_0001130	42.4	51.1	0.619565	T265_15969	25.0	38.7	0.76087					D915_02559	27.5	36.7	0.728261	0.00	0.00	Y71H2AM.5	16.7	26.4	0.75	FBpp0074585	26.0	46.0	0.75	ENSMUSP00000064988.6	21.6	34.2	0.75	ENSP00000246554.2	29.7	44.6	TRUE	0.836957	Y71H2AM.5	FBpp0074585		FALSE
MS3_07263						Smp_143980.1	30.9	33.6	0.932455	Sjp_0001140	20.8	24.9	0.756178	T265_06014	13.8	20.7	0.836903	csin112091	11.6	18.8	0.855025	D915_08414	10.2	16.9	0.281713	0.00	0.00																					FALSE
MS3_07262	Q0IHF1	T39AA_XENLA	24.3	38.1	0.825806	Smp_158580.1	55.7	59.6	0.724731	Sjp_0018550	27.8	34.4	0.410753	T265_08393	25.5	37.8	0.735484	csin107709	25.0	37.1	0.735484	D915_07837	12.1	16.2	0.305376	35.12	36.67	D1007.5a	20.1	34.8	0.815054	FBpp0086648	20.8	32.3	0.752688	ENSMUSP00000002924.8	23.5	37.0	0.819355	ENSP00000326063.5	24.8	38.9	TRUE	0.845161				FALSE
MS3_07261	Q14155	ARHG7_HUMAN	10.9	18.4	0.527027	Smp_173060.1	73.5	77.1	0.859951	Sjp_0018530	43.9	52.0	0.857494	T265_10300	31.9	43.6	0.77887					D915_01918	5.4	7.1	0.110565	84.45	18.08					FBpp0307723	15.4	26.0	0.867322	ENSMUSP00000106534.2	10.9	18.8	0.531941	ENSP00000325994.5	11.1	18.8	TRUE	0.527027		FBpp0307723	ENSMUSP00000106534.2	TRUE
MS3_07260	O76463	NFT1_CAEEL	34.3	48.6	0.938667	Smp_120080.2	64.8	68.5	0.877333	Sjp_0093490	63.3	70.5	0.805333	T265_13592	33.4	42.2	0.984	csin100726	46.3	58.3	0.978667	D915_14101	14.7	19.7	0.288	81.31	96.49	Y56A3A.13	34.3	48.6	0.938667	FBpp0072385	28.5	47.1	0.952	ENSMUSP00000124017.1	21.2	32.1	0.512	ENSP00000356986.4	20.6	27.9	TRUE	0.549333				FALSE
MS3_07259						Smp_073450.1	2.8	2.9	1	Sjp_0002400	95.3	99.1	1	T265_11024	1.8	2.1	1	csin110325	1.6	1.8	1	D915_07598	6.3	7.6	1	1.93	0.00																					FALSE
MS3_07258	O60673	REV3L_HUMAN	10.3	14.1	0.764576	Smp_125680.1	63.0	66.2	0.984598	Sjp_0046040	16.8	26.6	0.734873	T265_01639	20.6	26.6	0.870187	csin107271	15.6	20.0	0.938394	D915_07350	11.7	13.2	0.157316	15.45	5.08	Y37B11A.2b	21.9	33.3	0.744774	FBpp0087907	13.6	19.2	0.761276	ENSMUSP00000019986.6	10.1	14.3	0.766777	ENSP00000351697.3	10.3	14.1	TRUE	0.764576			ENSMUSP00000019986.6	FALSE
MS3_07257	Q7TQD2	TPPP_MOUSE	13.1	14.4	0.92	Smp_212780.1	24.2	25.5	0.9	Sjp_0113440	37.6	39.3	1	T265_01638	22.6	25.0	1	csin107273	22.6	25.0	1	D915_01718	12.9	16.9	0.82	0.00	0.00									ENSMUSP00000022057.8	13.1	14.4	0.92	ENSP00000353785.5	13.0	13.9	TRUE	0.92				FALSE
MS3_07256						Smp_125680.1	15.7	17.6	0.786932					T265_01639	5.6	8.3	0.923295									11.75	1.90																					FALSE
MS3_07255	Q7Z020	TRPA1_DROME	3.0	4.0	1					Sjp_0028080	12.6	12.9	0.870968	T265_09844	12.4	14.1	1	csin112937	12.5	14.2	1	D915_06757	9.0	13.4	1	0.00	2.75					FBpp0304207	2.9	3.9	1											FBpp0304207		FALSE
MS3_07254	B2RYD2	ESRP1_RAT	7.7	12.3	0.388974	Smp_125660.1	41.3	45.7	0.903522	Sjp_0066400	51.3	63.6	0.845329	T265_08264	20.1	29.5	0.894334	csin110475	19.8	29.4	0.908116	D915_05680	11.3	15.8	0.284839	7.59	4.33	ZK1067.6b	11.8	20.5	0.467075	FBpp0086481	13.1	22.7	0.58193	ENSMUSP00000119598.1	4.4	6.4	0.157734	ENSP00000351168.5	8.0	12.6	TRUE	0.399694		FBpp0086481	ENSMUSP00000119598.1	FALSE
MS3_07253	Q6DHF7	GTPBA_DANRE	35.0	52.2	0.873762	Smp_125670.1	77.5	81.4	0.858911	Sjp_0066410	57.8	62.3	1	T265_13560	53.7	65.2	0.878713	csin100470	57.1	70.8	0.990099	D915_04800	22.4	27.0	0.398515	46.56	52.62	C26E6.12	27.8	43.4	0.806931	FBpp0080855	32.0	46.3	0.863861	ENSMUSP00000111101.2	32.6	50.7	0.881188	ENSP00000222511.6	33.7	48.6	FALSE	0.893564		FBpp0080855		FALSE
MS3_07252						Smp_191940.1	27.4	29.4	0.355717					T265_01639	7.1	11.4	0.798548	csin107271	4.3	6.9	0.76225					7.58	1.19									ENSMUSP00000019986.6	4.8	7.8	0.834846	ENSP00000351697.3	4.4	7.5	TRUE	0.833031			ENSMUSP00000019986.6	FALSE
MS3_07251	Q6DDK1	CREST_XENLA	16.1	25.4	0.971564	Smp_145630.1	70.7	72.6	0.952607	Sjp_0130720	65.4	71.6	0.805687	T265_07961	33.2	41.9	0.810427	csin104982	23.3	29.8	0.796209	D915_13682	26.0	35.5	0.691943	125.94	61.18	ZK973.9	16.8	26.2	0.691943	FBpp0071122	6.3	9.0	0.85782	ENSMUSP00000089673.3	18.0	26.0	0.938389	ENSP00000333012.3	15.3	22.5	TRUE	0.919431	ZK973.9	FBpp0071122	ENSMUSP00000089673.3	FALSE
MS3_07250	Q68ED3	PAPD5_MOUSE	26.7	35.1	0.731013	Smp_145600.1	76.2	79.9	0.946203	Sjp_0076630	14.2	16.7	0.352848	T265_14168	36.4	48.5	0.890823	csin101126	25.1	36.7	0.734177	D915_00806	23.2	27.0	0.389241	75.54	60.01	ZK858.1	20.7	31.9	0.908228	FBpp0071158	22.5	33.0	0.943038	ENSMUSP00000112608.1	25.2	33.2	0.731013	ENSP00000396995.3	24.2	31.7	TRUE	0.718354	ZK858.1	FBpp0071158		TRUE
MS3_07249						Smp_145620.1	77.3	83.1	1	Sjp_0032610	54.6	60.3	0.964646	T265_14049	33.3	42.9	0.873737	csin112267	41.9	54.5	0.873737	D915_11068	26.4	35.6	0.626263	63.48	68.84																					FALSE
MS3_07248	Q01167	FOXK2_HUMAN	22.2	31.8	0.775221	Smp_145650.1	73.2	76.5	0.810619	Sjp_0032620	48.4	56.9	0.748673	T265_14440	34.4	47.4	0.872566	csin104981	29.5	40.0	0.769912	D915_13683	17.6	24.0	0.40531	43.63	11.11	T14G12.4a	11.7	18.6	0.362832	FBpp0290007	18.4	28.7	0.79292	ENSMUSP00000072616.5	21.1	30.3	0.739823	ENSP00000335677.5	22.2	31.8	TRUE	0.775221		FBpp0290007		FALSE
MS3_07247	Q8BIY3	ZC12D_MOUSE	12.4	18.7	0.562005	Smp_043500.1	88.0	90.8	0.997361	Sjp_0134210	11.6	12.7	0.134565	T265_10184	25.9	36.3	0.567282	csin101426	24.9	36.1	0.567282	D915_11066	30.7	45.8	0.986807	94.45	30.84	C30F12.1	15.1	24.9	0.82058	FBpp0289236	19.7	30.9	0.781003	ENSMUSP00000040217.4	12.3	18.7	0.540897	ENSP00000340839.4	13.0	20.5	TRUE	0.833773	C30F12.1			FALSE
MS3_07246	Q8N5D0	WDTC1_HUMAN	25.1	34.8	0.591418	Smp_145610.1	59.3	62.3	0.66791	Sjp_0076640	53.2	61.2	0.727612	T265_06916	38.6	53.9	0.936567	csin101127	22.6	31.8	0.920709	D915_00803	13.4	17.5	0.231343	72.59	11.87	Y73E7A.9a	18.7	28.4	0.494403	FBpp0085923	21.5	30.9	0.547575	ENSMUSP00000040647.7	25.2	34.5	0.600746	ENSP00000317971.3	25.1	34.8	TRUE	0.591418		FBpp0085923	ENSMUSP00000040647.7	FALSE
MS3_07245	Q1JPH6	IF4H_BOVIN	33.9	46.2	0.956284	Smp_089060.3	73.4	74.7	1	Sjp_0004190	64.2	68.8	0.989071	T265_12436	22.4	27.9	0.934426	csin102816	11.7	15.4	0.453552	D915_09827	37.6	48.5	0.825137	145.62	189.15	F11A10.7	9.4	17.7	0.715847	FBpp0085061	13.6	21.5	0.89071	ENSMUSP00000048833.9	33.5	45.8	0.956284	ENSP00000265754.8	33.5	45.8	TRUE	0.956284	F11A10.7	FBpp0085061		FALSE
MS3_07244	A8J1V4	CFA44_CHLRE	13.9	23.2	0.844231	Smp_170710.1	36.8	40.4	0.521154	Sjp_0004150	22.5	28.3	0.388462	T265_12437	23.5	33.6	0.943269	csin103619	24.5	34.7	0.968269	D915_08371	9.4	12.7	0.198077	2.24	0.39					FBpp0110135	10.7	19.7	0.847115	ENSMUSP00000097331.2	15.8	26.3	0.873077	ENSP00000377428.2	15.7	26.4	TRUE	0.865385				FALSE
MS3_07243						Smp_114870.1	34.5	44.0	1	Sjp_0038680	20.8	28.5	0.996491	T265_07858	14.5	20.5	0.915789	csin105464	8.1	13.1	0.985965	D915_11797	17.3	26.3	0.740351	3.12	5.16																					FALSE
MS3_07242	Q6AXL8	ZMAT5_DANRE	30.9	50.8	0.947712	Smp_089050.1	89.5	96.7	1	Sjp_0112610	75.2	85.0	0.954248	T265_12436	19.0	25.4	0.993464	csin102816	19.2	25.4	0.816993	D915_09828	47.2	62.6	1	38.98	68.49					FBpp0077630	23.2	37.3	0.751634	ENSMUSP00000009220.4	31.0	50.3	0.993464	ENSP00000344241.3	33.0	50.6	FALSE	0.960784				FALSE
